cik,sector
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
40987,Consumer Discretionary
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
886982,Financials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
277135,Industrials
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
45012,Energy
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
46080,Consumer Discretionary
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
49196,Financials
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
354950,Consumer Discretionary
4447,
4447,
4447,
4447,
4447,
4447,
4447,
4447,
4447,
4447,
874766,Financials
874766,Financials
874766,Financials
874766,Financials
874766,Financials
874766,Financials
874766,Financials
874766,Financials
874766,Financials
874766,Financials
874766,Financials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
773840,Industrials
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47217,Information Technology
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
47111,Consumer Staples
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
49071,Health Care
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51143,Information Technology
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
51253,Materials
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
50863,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
896878,Information Technology
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51434,Materials
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
51644,Communication Services
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
49826,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
833444,Industrials
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
200406,Health Care
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
19617,Financials
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
55067,Consumer Staples
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
91576,Financials
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
319201,Information Technology
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
55785,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
21344,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
56873,Consumer Staples
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
60086,Financials
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
920148,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
59478,Health Care
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
936468,Industrials
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
60667,Consumer Discretionary
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
92380,Industrials
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
1048286,Consumer Discretionary
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
62996,Industrials
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
63908,Consumer Discretionary
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
927653,Health Care
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1059556,Financials
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1613103,Health Care
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
1099219,Financials
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
63754,Consumer Staples
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
62709,Financials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
66740,Industrials
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
764180,Consumer Staples
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
310158,Health Care
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
895421,Financials
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
789019,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
68505,Information Technology
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
36270,Financials
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
723125,Information Technology
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
753308,Utilities
1164727,Materials
1164727,Materials
1164727,Materials
1164727,Materials
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
1111711,Utilities
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
320187,Consumer Discretionary
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
1133421,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
702165,Industrials
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
1002047,Information Technology
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73124,Financials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
73309,Materials
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
1045810,Information Technology
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
29989,Communication Services
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
1341439,Information Technology
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
797468,Energy
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
723531,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
75362,Industrials
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
788784,Utilities
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
77476,Consumer Staples
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
78003,Health Care
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
1126328,Financials
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80424,Consumer Staples
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
80661,Financials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
76334,Industrials
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
822416,Consumer Discretionary
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
1045609,Real Estate
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
713676,Financials
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
764622,Utilities
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
79879,Materials
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
922224,Utilities
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
1137774,Financials
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
804328,Information Technology
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1281761,Financials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
1024478,Industrials
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
829224,Consumer Discretionary
316709,Financials
316709,Financials
316709,Financials
316709,Financials
316709,Financials
316709,Financials
316709,Financials
316709,Financials
316709,Financials
316709,Financials
